Year,SERIES,UNIT_MEASURE,Vrsta proizvoda,Value
2000,EN_MAT_DOMCMPC,Tone,Bez podjele,6.20325
2001,EN_MAT_DOMCMPC,Tone,Bez podjele,6.52651
2002,EN_MAT_DOMCMPC,Tone,Bez podjele,6.9893600000000005
2003,EN_MAT_DOMCMPC,Tone,Bez podjele,8.36171
2004,EN_MAT_DOMCMPC,Tone,Bez podjele,8.58584
2005,EN_MAT_DOMCMPC,Tone,Bez podjele,8.5121
2006,EN_MAT_DOMCMPC,Tone,Bez podjele,9.59811
2007,EN_MAT_DOMCMPC,Tone,Bez podjele,9.84437
2008,EN_MAT_DOMCMPC,Tone,Bez podjele,11.03524
2009,EN_MAT_DOMCMPC,Tone,Bez podjele,10.76953
2010,EN_MAT_DOMCMPC,Tone,Bez podjele,10.43052
2011,EN_MAT_DOMCMPC,Tone,Bez podjele,10.95079
2012,EN_MAT_DOMCMPC,Tone,Bez podjele,10.80053
2013,EN_MAT_DOMCMPC,Tone,Bez podjele,11.643939999999999
2014,EN_MAT_DOMCMPC,Tone,Bez podjele,11.99978
2015,EN_MAT_DOMCMPC,Tone,Bez podjele,12.87167
2016,EN_MAT_DOMCMPC,Tone,Bez podjele,13.46676
2017,EN_MAT_DOMCMPC,Tone,Bez podjele,14.03086
2000,EN_MAT_DOMCMPC,Tone,Biomasa,1.83865
2001,EN_MAT_DOMCMPC,Tone,Biomasa,1.9919099999999998
2002,EN_MAT_DOMCMPC,Tone,Biomasa,2.06105
2003,EN_MAT_DOMCMPC,Tone,Biomasa,1.64703
2004,EN_MAT_DOMCMPC,Tone,Biomasa,2.20122
2005,EN_MAT_DOMCMPC,Tone,Biomasa,2.2027099999999997
2006,EN_MAT_DOMCMPC,Tone,Biomasa,2.27674
2007,EN_MAT_DOMCMPC,Tone,Biomasa,2.07786
2008,EN_MAT_DOMCMPC,Tone,Biomasa,2.36453
2009,EN_MAT_DOMCMPC,Tone,Biomasa,2.2664299999999997
2010,EN_MAT_DOMCMPC,Tone,Biomasa,2.22894
2011,EN_MAT_DOMCMPC,Tone,Biomasa,2.25276
2012,EN_MAT_DOMCMPC,Tone,Biomasa,2.04753
2013,EN_MAT_DOMCMPC,Tone,Biomasa,2.41833
2014,EN_MAT_DOMCMPC,Tone,Biomasa,2.32517
2015,EN_MAT_DOMCMPC,Tone,Biomasa,2.33974
2016,EN_MAT_DOMCMPC,Tone,Biomasa,2.3835599999999997
2017,EN_MAT_DOMCMPC,Tone,Biomasa,2.42138
2000,EN_MAT_DOMCMPC,Tone,Ugalj,1.9587400000000001
2001,EN_MAT_DOMCMPC,Tone,Ugalj,1.9873900000000002
2002,EN_MAT_DOMCMPC,Tone,Ugalj,2.0589
2003,EN_MAT_DOMCMPC,Tone,Ugalj,2.23034
2004,EN_MAT_DOMCMPC,Tone,Ugalj,2.25743
2005,EN_MAT_DOMCMPC,Tone,Ugalj,2.3744400000000003
2006,EN_MAT_DOMCMPC,Tone,Ugalj,2.59746
2007,EN_MAT_DOMCMPC,Tone,Ugalj,2.54557
2008,EN_MAT_DOMCMPC,Tone,Ugalj,2.94266
2009,EN_MAT_DOMCMPC,Tone,Ugalj,3.1303400000000003
2010,EN_MAT_DOMCMPC,Tone,Ugalj,3.0542
2011,EN_MAT_DOMCMPC,Tone,Ugalj,3.5599
2012,EN_MAT_DOMCMPC,Tone,Ugalj,3.4430699999999996
2013,EN_MAT_DOMCMPC,Tone,Ugalj,3.41609
2014,EN_MAT_DOMCMPC,Tone,Ugalj,3.4500800000000003
2015,EN_MAT_DOMCMPC,Tone,Ugalj,3.87561
2016,EN_MAT_DOMCMPC,Tone,Ugalj,4.01914
2017,EN_MAT_DOMCMPC,Tone,Ugalj,4.15315
2000,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.33847
2001,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.43254
2002,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.49518999999999996
2003,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.30454000000000003
2004,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.54362
2005,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.52028
2006,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.5151399999999999
2007,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.38189
2008,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.52663
2009,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.5294300000000001
2010,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.43445
2011,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.43745
2012,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.34984
2013,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.48102
2014,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.43713
2015,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.44109
2016,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.44373
2017,EN_MAT_DOMCMPC,Tone,Ostaci usjeva,0.44522
2000,EN_MAT_DOMCMPC,Tone,Usjevi,0.78252
2001,EN_MAT_DOMCMPC,Tone,Usjevi,0.96035
2002,EN_MAT_DOMCMPC,Tone,Usjevi,0.91005
2003,EN_MAT_DOMCMPC,Tone,Usjevi,0.70382
2004,EN_MAT_DOMCMPC,Tone,Usjevi,1.16575
2005,EN_MAT_DOMCMPC,Tone,Usjevi,1.13724
2006,EN_MAT_DOMCMPC,Tone,Usjevi,1.0991
2007,EN_MAT_DOMCMPC,Tone,Usjevi,0.9999899999999999
2008,EN_MAT_DOMCMPC,Tone,Usjevi,1.12432
2009,EN_MAT_DOMCMPC,Tone,Usjevi,1.10228
2010,EN_MAT_DOMCMPC,Tone,Usjevi,1.02572
2011,EN_MAT_DOMCMPC,Tone,Usjevi,1.03314
2012,EN_MAT_DOMCMPC,Tone,Usjevi,0.9197700000000001
2013,EN_MAT_DOMCMPC,Tone,Usjevi,1.11168
2014,EN_MAT_DOMCMPC,Tone,Usjevi,1.11168
2015,EN_MAT_DOMCMPC,Tone,Usjevi,1.1031799999999998
2016,EN_MAT_DOMCMPC,Tone,Usjevi,1.12427
2017,EN_MAT_DOMCMPC,Tone,Usjevi,1.1425299999999998
2000,EN_MAT_DOMCMPC,Tone,Rude željeza,0.09637000000000001
2001,EN_MAT_DOMCMPC,Tone,Rude željeza,0.07
2002,EN_MAT_DOMCMPC,Tone,Rude željeza,0.23643000000000003
2003,EN_MAT_DOMCMPC,Tone,Rude željeza,0.07191
2004,EN_MAT_DOMCMPC,Tone,Rude željeza,0.09727000000000001
2005,EN_MAT_DOMCMPC,Tone,Rude željeza,0.51046
2006,EN_MAT_DOMCMPC,Tone,Rude željeza,0.54694
2007,EN_MAT_DOMCMPC,Tone,Rude željeza,0.5303
2008,EN_MAT_DOMCMPC,Tone,Rude željeza,0.64051
2009,EN_MAT_DOMCMPC,Tone,Rude željeza,0.62278
2010,EN_MAT_DOMCMPC,Tone,Rude željeza,0.22601
2011,EN_MAT_DOMCMPC,Tone,Rude željeza,0.28901
2012,EN_MAT_DOMCMPC,Tone,Rude željeza,0.26200999999999997
2013,EN_MAT_DOMCMPC,Tone,Rude željeza,0.36324
2014,EN_MAT_DOMCMPC,Tone,Rude željeza,0.3897
2015,EN_MAT_DOMCMPC,Tone,Rude željeza,0.42133000000000004
2016,EN_MAT_DOMCMPC,Tone,Rude željeza,0.45208999999999994
2017,EN_MAT_DOMCMPC,Tone,Rude željeza,0.4819
2000,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.3088
2001,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.31477
2002,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.37475
2003,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.53438
2004,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.62888
2005,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.73894
2006,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.98715
2007,EN_MAT_DOMCMPC,Tone,Fosilna goriva,2.96034
2008,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.40927
2009,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.6106800000000003
2010,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.54872
2011,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.54872
2012,EN_MAT_DOMCMPC,Tone,Fosilna goriva,4.07718
2013,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.9123
2014,EN_MAT_DOMCMPC,Tone,Fosilna goriva,3.8677300000000003
2015,EN_MAT_DOMCMPC,Tone,Fosilna goriva,4.32493
2016,EN_MAT_DOMCMPC,Tone,Fosilna goriva,4.48257
2017,EN_MAT_DOMCMPC,Tone,Fosilna goriva,4.62956
2000,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.04529
2001,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.0296
2002,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.02797
2003,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.03653
2004,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.05754
2005,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.06833
2006,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.07193
2007,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.07612999999999999
2008,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.07576000000000001
2009,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.043410000000000004
2010,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.04584
2011,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.05264
2012,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.04902
2013,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.038610000000000005
2014,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.0363
2015,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.045860000000000005
2016,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.045939999999999995
2017,EN_MAT_DOMCMPC,Tone,Prirodni gas,0.04589
2000,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.057339999999999995
2001,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.01722
2002,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.00274
2003,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.00314
2004,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.00411
2005,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.03204
2006,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.09852999999999999
2007,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.20202
2008,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.16985
2009,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.17390999999999998
2010,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.24879
2011,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.23406
2012,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.20314000000000002
2013,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.20697
2014,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.20814000000000002
2015,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.22899999999999998
2016,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.24944000000000002
2017,EN_MAT_DOMCMPC,Tone,Stočna hrana i krmno bilje,0.26938
2000,EN_MAT_DOMCMPC,Tone,Metalne rude,0.16399
2001,EN_MAT_DOMCMPC,Tone,Metalne rude,0.09387000000000001
2002,EN_MAT_DOMCMPC,Tone,Metalne rude,0.07503
2003,EN_MAT_DOMCMPC,Tone,Metalne rude,0.23986
2004,EN_MAT_DOMCMPC,Tone,Metalne rude,0.27573000000000003
2005,EN_MAT_DOMCMPC,Tone,Metalne rude,0.76364
2006,EN_MAT_DOMCMPC,Tone,Metalne rude,0.73469
2007,EN_MAT_DOMCMPC,Tone,Metalne rude,0.6991
2008,EN_MAT_DOMCMPC,Tone,Metalne rude,0.8780100000000001
2009,EN_MAT_DOMCMPC,Tone,Metalne rude,0.74851
2010,EN_MAT_DOMCMPC,Tone,Metalne rude,0.46251000000000003
2011,EN_MAT_DOMCMPC,Tone,Metalne rude,0.52544
2012,EN_MAT_DOMCMPC,Tone,Metalne rude,0.50998
2013,EN_MAT_DOMCMPC,Tone,Metalne rude,0.60932
2014,EN_MAT_DOMCMPC,Tone,Metalne rude,0.60614
2015,EN_MAT_DOMCMPC,Tone,Metalne rude,0.6509999999999999
2016,EN_MAT_DOMCMPC,Tone,Metalne rude,0.69447
2017,EN_MAT_DOMCMPC,Tone,Metalne rude,0.73645
2000,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.06762
2001,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.02386
2002,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.01888
2003,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.16795
2004,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.17845999999999998
2005,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.25318
2006,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.18775
2007,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.1688
2008,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.23749
2009,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.12573
2010,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.2365
2011,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.23643000000000003
2012,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.24796999999999997
2013,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.24609
2014,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.21644000000000002
2015,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.22966999999999999
2016,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.24238
2017,EN_MAT_DOMCMPC,Tone,Rude obojenih metala,0.25455
2000,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.18913
2001,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.25289
2002,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.22996999999999998
2003,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.12542999999999999
2004,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.17804
2005,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.26178
2006,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.44653999999999994
2007,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.60988
2008,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.62429
2009,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.52175
2010,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.40621999999999997
2011,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.50838
2012,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.5100399999999999
2013,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.44764
2014,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.50547
2015,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.53689
2016,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.56709
2017,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantni u industriji ili poljoprivredi,0.59602
2000,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,1.70268
2001,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,1.87307
2002,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,2.24856
2003,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.8150199999999996
2004,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.30196
2005,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,2.54502
2006,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.153
2007,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.49718
2008,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.75915
2009,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.62215
2010,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.78413
2011,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.5870300000000004
2012,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,3.8206800000000003
2013,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,4.30092
2014,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,4.68823
2015,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,5.01912
2016,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,5.33908
2017,EN_MAT_DOMCMPC,Tone,Nemetalni minerali - dominantna gradnja,5.64745
2000,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,1.8918099999999998
2001,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,2.12596
2002,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,2.47853
2003,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,3.94044
2004,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,3.48001
2005,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,2.8068
2006,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,3.59954
2007,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.107069999999999
2008,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.38344
2009,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.1439
2010,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.19035
2011,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.09541
2012,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.3307199999999995
2013,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,4.7485599999999994
2014,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,5.1937
2015,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,5.55601
2016,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,5.90616
2017,EN_MAT_DOMCMPC,Tone,Nemetalni minerali,6.243469999999999
2000,EN_MAT_DOMCMPC,Tone,Nafta,0.30478
2001,EN_MAT_DOMCMPC,Tone,Nafta,0.29778000000000004
2002,EN_MAT_DOMCMPC,Tone,Nafta,0.28789000000000003
2003,EN_MAT_DOMCMPC,Tone,Nafta,0.26750999999999997
2004,EN_MAT_DOMCMPC,Tone,Nafta,0.31390999999999997
2005,EN_MAT_DOMCMPC,Tone,Nafta,0.29618
2006,EN_MAT_DOMCMPC,Tone,Nafta,0.31777
2007,EN_MAT_DOMCMPC,Tone,Nafta,0.33863000000000004
2008,EN_MAT_DOMCMPC,Tone,Nafta,0.39085
2009,EN_MAT_DOMCMPC,Tone,Nafta,0.43693000000000004
2010,EN_MAT_DOMCMPC,Tone,Nafta,0.44866999999999996
2011,EN_MAT_DOMCMPC,Tone,Nafta,0.46463999999999994
2012,EN_MAT_DOMCMPC,Tone,Nafta,0.42021000000000003
2013,EN_MAT_DOMCMPC,Tone,Nafta,0.41303999999999996
2014,EN_MAT_DOMCMPC,Tone,Nafta,0.38839
2015,EN_MAT_DOMCMPC,Tone,Nafta,0.40346
2016,EN_MAT_DOMCMPC,Tone,Nafta,0.41748
2017,EN_MAT_DOMCMPC,Tone,Nafta,0.43051000000000006
2000,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00225
2001,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.0023
2002,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00296
2003,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.0031100000000000004
2004,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00361
2005,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.004079999999999999
2006,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00296
2007,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00292
2008,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.0029100000000000003
2009,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00271
2010,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00245
2011,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00225
2012,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.0023
2013,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00246
2014,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00248
2015,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00246
2016,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00242
2017,EN_MAT_DOMCMPC,Tone,Divlji ulov i žetva,0.00238
2000,EN_MAT_DOMCMPC,Tone,Drvo,0.6580699999999999
2001,EN_MAT_DOMCMPC,Tone,Drvo,0.5795
2002,EN_MAT_DOMCMPC,Tone,Drvo,0.6501100000000001
2003,EN_MAT_DOMCMPC,Tone,Drvo,0.63242
2004,EN_MAT_DOMCMPC,Tone,Drvo,0.48413999999999996
2005,EN_MAT_DOMCMPC,Tone,Drvo,0.5090600000000001
2006,EN_MAT_DOMCMPC,Tone,Drvo,0.56101
2007,EN_MAT_DOMCMPC,Tone,Drvo,0.49105
2008,EN_MAT_DOMCMPC,Tone,Drvo,0.54082
2009,EN_MAT_DOMCMPC,Tone,Drvo,0.4581
2010,EN_MAT_DOMCMPC,Tone,Drvo,0.51753
2011,EN_MAT_DOMCMPC,Tone,Drvo,0.54586
2012,EN_MAT_DOMCMPC,Tone,Drvo,0.57248
2013,EN_MAT_DOMCMPC,Tone,Drvo,0.61619
2014,EN_MAT_DOMCMPC,Tone,Drvo,0.59812
2015,EN_MAT_DOMCMPC,Tone,Drvo,0.56402
2016,EN_MAT_DOMCMPC,Tone,Drvo,0.5637
2017,EN_MAT_DOMCMPC,Tone,Drvo,0.56187
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,1.93849
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,1.9885099999999998
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.02977
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.3393200000000003
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.26058
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.15715
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.3061700000000003
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.2313
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.3658799999999998
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.36948
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.26028
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.32958
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.29121
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.38481
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.40347
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.48015
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.5021
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Bez podjele,2.52316
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.57457
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.6069
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.59854
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.46078
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.5795600000000001
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.55821
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.54704
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.47096000000000005
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.50694
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.49865
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.48301000000000005
2011,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.47923000000000004
2012,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.43436
2013,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.4953
2014,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.46571999999999997
2015,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.45083
2016,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.44286000000000003
2017,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Biomasa,0.43543000000000004
2000,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.6121
2001,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.60552
2002,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.59792
2003,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.62397
2004,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.59436
2005,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.60173
2006,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.6241
2007,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.57697
2008,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.63089
2009,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.6887300000000001
2010,EN_MAT_DOMCMPG,Kilogrami po konstanti američkog dolara,Ugalj,0.66184
